missing_type,section,practice_path,problem_code,problem_name,official_url,lesson
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ60,Await Usage,https://www.codechef.com/problems/JSMCQ60,"Asynchronous JavaScript (Promises, async/await) - Asynchronous JavaScript (Promises, async/await)"
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ60,Await Usage,https://www.codechef.com/problems/JSMCQ60,"Asynchronous JavaScript (Promises, async/await) - Asynchronous JavaScript (Promises, async/await)"
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ61,Promise Chaining,https://www.codechef.com/problems/JSMCQ61,"Asynchronous JavaScript (Promises, async/await) - Asynchronous JavaScript (Promises, async/await)"
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ61,Promise Chaining,https://www.codechef.com/problems/JSMCQ61,"Asynchronous JavaScript (Promises, async/await) - Asynchronous JavaScript (Promises, async/await)"
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ62,Error Handling,https://www.codechef.com/problems/JSMCQ62,"Asynchronous JavaScript (Promises, async/await) - Asynchronous JavaScript (Promises, async/await)"
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ62,Error Handling,https://www.codechef.com/problems/JSMCQ62,"Asynchronous JavaScript (Promises, async/await) - Asynchronous JavaScript (Promises, async/await)"
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ63,Event Loop Functionality,https://www.codechef.com/problems/JSMCQ63,Event loop and concurrency - Event loop and concurrency
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ63,Event Loop Functionality,https://www.codechef.com/problems/JSMCQ63,Event loop and concurrency - Event loop and concurrency
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ64,Microtasks vs Macrotasks,https://www.codechef.com/problems/JSMCQ64,Event loop and concurrency - Event loop and concurrency
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ64,Microtasks vs Macrotasks,https://www.codechef.com/problems/JSMCQ64,Event loop and concurrency - Event loop and concurrency
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ65,Call Stack and Event Loop,https://www.codechef.com/problems/JSMCQ65,Event loop and concurrency - Event loop and concurrency
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ65,Call Stack and Event Loop,https://www.codechef.com/problems/JSMCQ65,Event loop and concurrency - Event loop and concurrency
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ66,Blocking the Event Loop,https://www.codechef.com/problems/JSMCQ66,Event loop and concurrency - Event loop and concurrency
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ66,Blocking the Event Loop,https://www.codechef.com/problems/JSMCQ66,Event loop and concurrency - Event loop and concurrency
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ67,Concurrency in JavaScript,https://www.codechef.com/problems/JSMCQ67,Event loop and concurrency - Event loop and concurrency
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ67,Concurrency in JavaScript,https://www.codechef.com/problems/JSMCQ67,Event loop and concurrency - Event loop and concurrency
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ68,Zero Delay setTimeout,https://www.codechef.com/problems/JSMCQ68,Event loop and concurrency - Event loop and concurrency
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ68,Zero Delay setTimeout,https://www.codechef.com/problems/JSMCQ68,Event loop and concurrency - Event loop and concurrency
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ70,Pure Functions,https://www.codechef.com/problems/JSMCQ70,Functional programming concepts - Functional programming
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ70,Pure Functions,https://www.codechef.com/problems/JSMCQ70,Functional programming concepts - Functional programming
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ71,Immutability,https://www.codechef.com/problems/JSMCQ71,Functional programming concepts - Functional programming
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ71,Immutability,https://www.codechef.com/problems/JSMCQ71,Functional programming concepts - Functional programming
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ73,Functional Composition,https://www.codechef.com/problems/JSMCQ73,Functional programming concepts - Functional programming
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ73,Functional Composition,https://www.codechef.com/problems/JSMCQ73,Functional programming concepts - Functional programming
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ74,Currying,https://www.codechef.com/problems/JSMCQ74,Functional programming concepts - Functional programming
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ74,Currying,https://www.codechef.com/problems/JSMCQ74,Functional programming concepts - Functional programming
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ75,Efficient Loop Iteration,https://www.codechef.com/problems/JSMCQ75,Performance optimization - Performance optimization
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ75,Efficient Loop Iteration,https://www.codechef.com/problems/JSMCQ75,Performance optimization - Performance optimization
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ76,Memory Management,https://www.codechef.com/problems/JSMCQ76,Performance optimization - Performance optimization
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ76,Memory Management,https://www.codechef.com/problems/JSMCQ76,Performance optimization - Performance optimization
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ77,DOM Manipulation,https://www.codechef.com/problems/JSMCQ77,Performance optimization - Performance optimization
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ77,DOM Manipulation,https://www.codechef.com/problems/JSMCQ77,Performance optimization - Performance optimization
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ78,Function Optimization,https://www.codechef.com/problems/JSMCQ78,Performance optimization - Performance optimization
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ78,Function Optimization,https://www.codechef.com/problems/JSMCQ78,Performance optimization - Performance optimization
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ79,Asynchronous Operations,https://www.codechef.com/problems/JSMCQ79,Performance optimization - Performance optimization
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ79,Asynchronous Operations,https://www.codechef.com/problems/JSMCQ79,Performance optimization - Performance optimization
missing_rating,Interview Questions,Top JavaScript Interview Questions,JSMCQ80,Data Structure Choice,https://www.codechef.com/problems/JSMCQ80,Performance optimization - Performance optimization
missing_metadata,Interview Questions,Top JavaScript Interview Questions,JSMCQ80,Data Structure Choice,https://www.codechef.com/problems/JSMCQ80,Performance optimization - Performance optimization
missing_rating,Interview Questions,React Interview Questions,REACTMCQ01,JSX Syntax,https://www.codechef.com/problems/REACTMCQ01,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ01,JSX Syntax,https://www.codechef.com/problems/REACTMCQ01,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ02,JSX Expressions,https://www.codechef.com/problems/REACTMCQ02,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ02,JSX Expressions,https://www.codechef.com/problems/REACTMCQ02,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ03,JSX vs HTML,https://www.codechef.com/problems/REACTMCQ03,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ03,JSX vs HTML,https://www.codechef.com/problems/REACTMCQ03,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ04,Fragment Usage,https://www.codechef.com/problems/REACTMCQ04,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ04,Fragment Usage,https://www.codechef.com/problems/REACTMCQ04,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ05,JSX Class Attribute,https://www.codechef.com/problems/REACTMCQ05,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ05,JSX Class Attribute,https://www.codechef.com/problems/REACTMCQ05,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ06,JSX Comments,https://www.codechef.com/problems/REACTMCQ06,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ06,JSX Comments,https://www.codechef.com/problems/REACTMCQ06,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ07,JSX Expressions Limitation,https://www.codechef.com/problems/REACTMCQ07,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ07,JSX Expressions Limitation,https://www.codechef.com/problems/REACTMCQ07,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ08,JSX and JavaScript,https://www.codechef.com/problems/REACTMCQ08,JSX basics - JSX basics
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ08,JSX and JavaScript,https://www.codechef.com/problems/REACTMCQ08,JSX basics - JSX basics
missing_rating,Interview Questions,React Interview Questions,REACTMCQ09,Component Types,https://www.codechef.com/problems/REACTMCQ09,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ09,Component Types,https://www.codechef.com/problems/REACTMCQ09,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ10,Props Passing,https://www.codechef.com/problems/REACTMCQ10,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ10,Props Passing,https://www.codechef.com/problems/REACTMCQ10,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ11,Accessing Props,https://www.codechef.com/problems/REACTMCQ11,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ11,Accessing Props,https://www.codechef.com/problems/REACTMCQ11,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ12,PropTypes Usage,https://www.codechef.com/problems/REACTMCQ12,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ12,PropTypes Usage,https://www.codechef.com/problems/REACTMCQ12,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ13,Default Props,https://www.codechef.com/problems/REACTMCQ13,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ13,Default Props,https://www.codechef.com/problems/REACTMCQ13,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ14,Children Prop,https://www.codechef.com/problems/REACTMCQ14,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ14,Children Prop,https://www.codechef.com/problems/REACTMCQ14,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ15,Functional vs Class Components,https://www.codechef.com/problems/REACTMCQ15,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ15,Functional vs Class Components,https://www.codechef.com/problems/REACTMCQ15,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ16,Props Immutability,https://www.codechef.com/problems/REACTMCQ16,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ16,Props Immutability,https://www.codechef.com/problems/REACTMCQ16,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ17,Spreading Props,https://www.codechef.com/problems/REACTMCQ17,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ17,Spreading Props,https://www.codechef.com/problems/REACTMCQ17,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ18,PropTypes.node,https://www.codechef.com/problems/REACTMCQ18,Components and props - Components and props
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ18,PropTypes.node,https://www.codechef.com/problems/REACTMCQ18,Components and props - Components and props
missing_rating,Interview Questions,React Interview Questions,REACTMCQ19,useState Hook Declaration,https://www.codechef.com/problems/REACTMCQ19,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ19,useState Hook Declaration,https://www.codechef.com/problems/REACTMCQ19,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ20,Updating State,https://www.codechef.com/problems/REACTMCQ20,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ20,Updating State,https://www.codechef.com/problems/REACTMCQ20,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ21,State Updates with Objects,https://www.codechef.com/problems/REACTMCQ21,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ21,State Updates with Objects,https://www.codechef.com/problems/REACTMCQ21,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ22,Functional Updates,https://www.codechef.com/problems/REACTMCQ22,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ22,Functional Updates,https://www.codechef.com/problems/REACTMCQ22,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ23,Multiple State Variables,https://www.codechef.com/problems/REACTMCQ23,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ23,Multiple State Variables,https://www.codechef.com/problems/REACTMCQ23,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ24,Initializing State,https://www.codechef.com/problems/REACTMCQ24,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ24,Initializing State,https://www.codechef.com/problems/REACTMCQ24,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ25,Updating Arrays in State,https://www.codechef.com/problems/REACTMCQ25,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ25,Updating Arrays in State,https://www.codechef.com/problems/REACTMCQ25,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ26,State Updates and Re-renders,https://www.codechef.com/problems/REACTMCQ26,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ26,State Updates and Re-renders,https://www.codechef.com/problems/REACTMCQ26,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ27,State in Event Handlers,https://www.codechef.com/problems/REACTMCQ27,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ27,State in Event Handlers,https://www.codechef.com/problems/REACTMCQ27,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ28,State Updates and Props,https://www.codechef.com/problems/REACTMCQ28,State management with useState - State management with useState
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ28,State Updates and Props,https://www.codechef.com/problems/REACTMCQ28,State management with useState - State management with useState
missing_rating,Interview Questions,React Interview Questions,REACTMCQ29,Conditional Rendering Basics,https://www.codechef.com/problems/REACTMCQ29,Conditional rendering - Conditional rendering
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ29,Conditional Rendering Basics,https://www.codechef.com/problems/REACTMCQ29,Conditional rendering - Conditional rendering
missing_rating,Interview Questions,React Interview Questions,REACTMCQ30,If-Else in JSX,https://www.codechef.com/problems/REACTMCQ30,Conditional rendering - Conditional rendering
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ30,If-Else in JSX,https://www.codechef.com/problems/REACTMCQ30,Conditional rendering - Conditional rendering
missing_rating,Interview Questions,React Interview Questions,REACTMCQ31,Ternary Operator Usage,https://www.codechef.com/problems/REACTMCQ31,Conditional rendering - Conditional rendering
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ31,Ternary Operator Usage,https://www.codechef.com/problems/REACTMCQ31,Conditional rendering - Conditional rendering
missing_rating,Interview Questions,React Interview Questions,REACTMCQ32,Logical && Operator,https://www.codechef.com/problems/REACTMCQ32,Conditional rendering - Conditional rendering
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ32,Logical && Operator,https://www.codechef.com/problems/REACTMCQ32,Conditional rendering - Conditional rendering
missing_rating,Interview Questions,React Interview Questions,REACTMCQ33,Switch Statements in React,https://www.codechef.com/problems/REACTMCQ33,Conditional rendering - Conditional rendering
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ33,Switch Statements in React,https://www.codechef.com/problems/REACTMCQ33,Conditional rendering - Conditional rendering
missing_rating,Interview Questions,React Interview Questions,REACTMCQ34,Inline Conditional Rendering,https://www.codechef.com/problems/REACTMCQ34,Conditional rendering - Conditional rendering
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ34,Inline Conditional Rendering,https://www.codechef.com/problems/REACTMCQ34,Conditional rendering - Conditional rendering
missing_rating,Interview Questions,React Interview Questions,REACTMCQ36,Conditional CSS Classes,https://www.codechef.com/problems/REACTMCQ36,Conditional rendering - Conditional rendering
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ36,Conditional CSS Classes,https://www.codechef.com/problems/REACTMCQ36,Conditional rendering - Conditional rendering
missing_rating,Interview Questions,React Interview Questions,REACTMCQ37,Array Rendering Method,https://www.codechef.com/problems/REACTMCQ37,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ37,Array Rendering Method,https://www.codechef.com/problems/REACTMCQ37,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ38,Key Prop Purpose,https://www.codechef.com/problems/REACTMCQ38,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ38,Key Prop Purpose,https://www.codechef.com/problems/REACTMCQ38,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ39,Key Uniqueness,https://www.codechef.com/problems/REACTMCQ39,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ39,Key Uniqueness,https://www.codechef.com/problems/REACTMCQ39,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ40,Key Selection,https://www.codechef.com/problems/REACTMCQ40,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ40,Key Selection,https://www.codechef.com/problems/REACTMCQ40,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ41,Index as Key Pitfall,https://www.codechef.com/problems/REACTMCQ41,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ41,Index as Key Pitfall,https://www.codechef.com/problems/REACTMCQ41,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ42,Key Prop Accessibility,https://www.codechef.com/problems/REACTMCQ42,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ42,Key Prop Accessibility,https://www.codechef.com/problems/REACTMCQ42,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ43,Dynamic List Updates,https://www.codechef.com/problems/REACTMCQ43,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ43,Dynamic List Updates,https://www.codechef.com/problems/REACTMCQ43,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ44,Key Consistency,https://www.codechef.com/problems/REACTMCQ44,Lists and keys - Lists and keys
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ44,Key Consistency,https://www.codechef.com/problems/REACTMCQ44,Lists and keys - Lists and keys
missing_rating,Interview Questions,React Interview Questions,REACTMCQ45,Synthetic Events in React,https://www.codechef.com/problems/REACTMCQ45,Event handling - Event handling
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ45,Synthetic Events in React,https://www.codechef.com/problems/REACTMCQ45,Event handling - Event handling
missing_rating,Interview Questions,React Interview Questions,REACTMCQ46,Event Handler Binding,https://www.codechef.com/problems/REACTMCQ46,Event handling - Event handling
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ46,Event Handler Binding,https://www.codechef.com/problems/REACTMCQ46,Event handling - Event handling
missing_rating,Interview Questions,React Interview Questions,REACTMCQ47,Event Handler Arguments,https://www.codechef.com/problems/REACTMCQ47,Event handling - Event handling
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ47,Event Handler Arguments,https://www.codechef.com/problems/REACTMCQ47,Event handling - Event handling
missing_rating,Interview Questions,React Interview Questions,REACTMCQ48,Event Pooling,https://www.codechef.com/problems/REACTMCQ48,Event handling - Event handling
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ48,Event Pooling,https://www.codechef.com/problems/REACTMCQ48,Event handling - Event handling
missing_rating,Interview Questions,React Interview Questions,REACTMCQ49,Accessing Event Properties,https://www.codechef.com/problems/REACTMCQ49,Event handling - Event handling
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ49,Accessing Event Properties,https://www.codechef.com/problems/REACTMCQ49,Event handling - Event handling
missing_rating,Interview Questions,React Interview Questions,REACTMCQ50,Preventing Default Behavior,https://www.codechef.com/problems/REACTMCQ50,Event handling - Event handling
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ50,Preventing Default Behavior,https://www.codechef.com/problems/REACTMCQ50,Event handling - Event handling
missing_rating,Interview Questions,React Interview Questions,REACTMCQ52,Event Delegation in React,https://www.codechef.com/problems/REACTMCQ52,Event handling - Event handling
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ52,Event Delegation in React,https://www.codechef.com/problems/REACTMCQ52,Event handling - Event handling
missing_rating,Interview Questions,React Interview Questions,REACTMCQ53,Component Initialization,https://www.codechef.com/problems/REACTMCQ53,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ53,Component Initialization,https://www.codechef.com/problems/REACTMCQ53,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ54,DOM Manipulation,https://www.codechef.com/problems/REACTMCQ54,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ54,DOM Manipulation,https://www.codechef.com/problems/REACTMCQ54,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ55,Render Method,https://www.codechef.com/problems/REACTMCQ55,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ55,Render Method,https://www.codechef.com/problems/REACTMCQ55,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ56,Update Lifecycle,https://www.codechef.com/problems/REACTMCQ56,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ56,Update Lifecycle,https://www.codechef.com/problems/REACTMCQ56,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ57,Performance Optimization,https://www.codechef.com/problems/REACTMCQ57,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ57,Performance Optimization,https://www.codechef.com/problems/REACTMCQ57,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ58,Unmounting Phase,https://www.codechef.com/problems/REACTMCQ58,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ58,Unmounting Phase,https://www.codechef.com/problems/REACTMCQ58,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ59,Error Handling,https://www.codechef.com/problems/REACTMCQ59,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ59,Error Handling,https://www.codechef.com/problems/REACTMCQ59,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ60,Snapshot Before Update,https://www.codechef.com/problems/REACTMCQ60,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ60,Snapshot Before Update,https://www.codechef.com/problems/REACTMCQ60,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ61,Deprecated Lifecycle Methods,https://www.codechef.com/problems/REACTMCQ61,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ61,Deprecated Lifecycle Methods,https://www.codechef.com/problems/REACTMCQ61,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ62,State Updates,https://www.codechef.com/problems/REACTMCQ62,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ62,State Updates,https://www.codechef.com/problems/REACTMCQ62,Lifecycle methods (class components) - Lifecycle methods (class components)
missing_rating,Interview Questions,React Interview Questions,REACTMCQ63,Side Effect Execution,https://www.codechef.com/problems/REACTMCQ63,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ63,Side Effect Execution,https://www.codechef.com/problems/REACTMCQ63,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_rating,Interview Questions,React Interview Questions,REACTMCQ64,Dependency Array Purpose,https://www.codechef.com/problems/REACTMCQ64,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ64,Dependency Array Purpose,https://www.codechef.com/problems/REACTMCQ64,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_rating,Interview Questions,React Interview Questions,REACTMCQ65,Empty Dependency Array,https://www.codechef.com/problems/REACTMCQ65,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ65,Empty Dependency Array,https://www.codechef.com/problems/REACTMCQ65,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_rating,Interview Questions,React Interview Questions,REACTMCQ66,Cleanup Function,https://www.codechef.com/problems/REACTMCQ66,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ66,Cleanup Function,https://www.codechef.com/problems/REACTMCQ66,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_rating,Interview Questions,React Interview Questions,REACTMCQ67,Context Consumption,https://www.codechef.com/problems/REACTMCQ67,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ67,Context Consumption,https://www.codechef.com/problems/REACTMCQ67,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_rating,Interview Questions,React Interview Questions,REACTMCQ68,useRef Usage,https://www.codechef.com/problems/REACTMCQ68,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ68,useRef Usage,https://www.codechef.com/problems/REACTMCQ68,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_rating,Interview Questions,React Interview Questions,REACTMCQ69,Persistent Values with useRef,https://www.codechef.com/problems/REACTMCQ69,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_metadata,Interview Questions,React Interview Questions,REACTMCQ69,Persistent Values with useRef,https://www.codechef.com/problems/REACTMCQ69,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
missing_rating,Interview Questions,React Interview Questions,REACTMCQ70,useEffect and API Calls,https://www.codechef.com/problems/REACTMCQ70,"Hooks (useEffect, useContext, useRef) - Hooks (useEffect, useContext, useRef)"
